idx,person,vowel_type,pitch_praat,f1_mean_praat,f2_mean_praat,f3_mean_praat,f4_mean_praat,f1_median_praat,f2_median_praat,f3_median_praat,f4_median_praat
68578,MAEO0,axr,108.08493334802743,527.4578039266415,1450.6775452274453,2214.692659404794,3456.0941720012383,524.8197483725555,1476.1547116953323,2267.900134042204,3470.662957192113
68579,MAEO0,ix,108.08493334802743,527.4578039266415,1450.6775452274453,2214.692659404794,3456.0941720012383,524.8197483725555,1476.1547116953323,2267.900134042204,3470.662957192113
68580,MAEO0,er,108.08493334802743,527.4578039266415,1450.6775452274453,2214.692659404794,3456.0941720012383,524.8197483725555,1476.1547116953323,2267.900134042204,3470.662957192113
68581,MAEO0,ax,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68582,MAEO0,ao,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68583,MAEO0,ih,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68584,MAEO0,ae,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68585,MAEO0,ax,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68586,MAEO0,ao,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68587,MAEO0,ax,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68588,MAEO0,ae,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68589,MAEO0,uw,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68590,MAEO0,ao,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68591,MAEO0,ow,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68592,MAEO0,aa,112.73343666839655,625.4539865046689,1328.8137799574547,2467.8395427615974,3505.8713417884915,647.8992077394831,1216.970391693913,2513.930919726126,3505.237202226654
68593,MAEO0,iy,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68594,MAEO0,aa,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68595,MAEO0,eh,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68596,MAEO0,ax,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68597,MAEO0,iy,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68598,MAEO0,ah,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68599,MAEO0,ax,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68600,MAEO0,axr,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68601,MAEO0,ah,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68602,MAEO0,ix,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68603,MAEO0,ey,111.81023446556726,566.2272667931686,1532.0110841266471,2234.352553358749,3389.34812031815,592.6253221627126,1465.5002427241216,2331.318527554651,3380.393899172841
68604,MAFM0,iy,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68605,MAFM0,ae,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68606,MAFM0,axr,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68607,MAFM0,aa,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68608,MAFM0,ux,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68609,MAFM0,ix,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68610,MAFM0,iy,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68611,MAFM0,iy,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68612,MAFM0,aa,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68613,MAFM0,ao,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68614,MAFM0,axr,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68615,MAFM0,ao,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68616,MAFM0,ih,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68617,MAFM0,axr,148.8272787179873,546.8237646324176,1521.4353484389005,2261.065596011467,3165.1509617375755,540.0039206807832,1619.6974805700866,2298.976001657455,3190.8169581889106
68618,MAFM0,ow,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68619,MAFM0,ae,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68620,MAFM0,iy,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68621,MAFM0,ix,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68622,MAFM0,eh,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68623,MAFM0,iy,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68624,MAFM0,ix,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68625,MAFM0,oy,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68626,MAFM0,iy,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68627,MAFM0,ae,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68628,MAFM0,ay,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68629,MAFM0,ae,143.48564865596575,602.2402048683757,1433.582799292469,2270.9722329591054,3064.77038918374,598.3125638429419,1473.7198475030243,2315.204612736484,3085.638876933369
68630,MAFM0,ih,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68631,MAFM0,ih,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68632,MAFM0,aa,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68633,MAFM0,ih,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68634,MAFM0,ix,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68635,MAFM0,axr,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68636,MAFM0,ow,157.13812326158836,543.0601524100884,1446.7743877840182,2394.806116429642,3332.5448627854644,535.0411640472137,1382.6776590576724,2395.34853156398,3279.7745983576733
68637,MAFM0,ih,152.92100083443975,550.0247963544517,1406.388532328615,2369.095860963325,3207.0554508431633,569.9053642334432,1258.0354636560876,2352.256005050024,3266.122064239156
68638,MAFM0,ih,152.92100083443975,550.0247963544517,1406.388532328615,2369.095860963325,3207.0554508431633,569.9053642334432,1258.0354636560876,2352.256005050024,3266.122064239156
68639,MAFM0,eh,152.92100083443975,550.0247963544517,1406.388532328615,2369.095860963325,3207.0554508431633,569.9053642334432,1258.0354636560876,2352.256005050024,3266.122064239156
68640,MAFM0,iy,152.92100083443975,550.0247963544517,1406.388532328615,2369.095860963325,3207.0554508431633,569.9053642334432,1258.0354636560876,2352.256005050024,3266.122064239156
68641,MAFM0,ay,152.92100083443975,550.0247963544517,1406.388532328615,2369.095860963325,3207.0554508431633,569.9053642334432,1258.0354636560876,2352.256005050024,3266.122064239156
68642,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68643,MAFM0,eh,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68644,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68645,MAFM0,aa,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68646,MAFM0,ax,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68647,MAFM0,ax,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68648,MAFM0,ih,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68649,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68650,MAFM0,ax,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68651,MAFM0,ax,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68652,MAFM0,aa,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68653,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68654,MAFM0,ao,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68655,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68656,MAFM0,aa,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68657,MAFM0,iy,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68658,MAFM0,ey,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68659,MAFM0,ix,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68660,MAFM0,eh,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68661,MAFM0,ey,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68662,MAFM0,ae,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68663,MAFM0,ux,147.17147561447052,572.5641174822504,1397.8615184630744,2273.493139480637,3204.346234615097,572.2020270551084,1389.1372906948068,2295.04333030398,3208.047095289239
68664,MAFM0,eh,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68665,MAFM0,ao,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68666,MAFM0,ix,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68667,MAFM0,ae,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68668,MAFM0,er,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68669,MAFM0,er,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68670,MAFM0,iy,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68671,MAFM0,axr,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
68672,MAFM0,eh,142.90253189703355,543.0115411457638,1508.3652578295241,2174.2273619332777,3134.5114613942533,527.8275182659256,1501.522136902577,2244.070313338493,3104.424130608526
