idx,person,vowel_type,pitch_praat,f1_mean_praat,f2_mean_praat,f3_mean_praat,f4_mean_praat,f1_median_praat,f2_median_praat,f3_median_praat,f4_median_praat
0,FAKS0,iy,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
1,FAKS0,ae,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
2,FAKS0,er,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
3,FAKS0,aa,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
4,FAKS0,uw,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
5,FAKS0,ih,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
6,FAKS0,iy,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
7,FAKS0,iy,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
8,FAKS0,aa,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
9,FAKS0,aa,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
10,FAKS0,er,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
11,FAKS0,ao,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
12,FAKS0,iy,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
13,FAKS0,axr,241.2211552219021,601.9399448774041,1683.9508846299138,2587.1355187341583,3430.1813583558855,550.5838041452357,1684.5614677161861,2632.051857420857,3411.6833617884104
